Strategy,Label
im Krankenhaus anrufen und nach Besuchszeiten und Zustand fragen,7
ins Krankenhaus fahren,7
einen Freund anrufen,10
einen ablenkenden Film schauen,4
eine Freundin anrufen,10
lustige Filme anschauen zur Ablenkung,4
die Verwandten besuchen wenn möglich,7
was süsses Essen,11
"Arbeit erledigen, statt daran zu denken",-1
"singen, weil mich fröhlich macht",4
Den Verwandten besuchen,7
Mit Freunden über die Trauer sprechen,-1
"Dem Verwandten mitteilen, was er/sie dir bedeutet",-1
Zum Psychotherapeuten gehen,6
Im Internet nach Therapiemöglichkeiten für den Verwandten suchen,16
Beten,-1
Dich mit tollen Dingen allenken,22
Rede ausführlich mit Menschen (FreundIn) in meiner nahen Umgeb. darüber,-1
"telefoniere mit meiner Familie, um mich zu vergewissern wie Ernst es ist & emotionen zu teilen",-1
"kommt auf den Schweregrad an, evt. fahre ich direkt hin",-1
Ich lasse meinen Gefühlen freien Lauf,20
Ich spreche mit nahestehenden Personen über das Ereignis,-1
Ich besuche meine Verwandten im Krankenhaus,7
Ich verbringe viel Zeit mit meiner Familie um uns gegenseitig Halt zu geben.,-1
Ich beschäftige mich mit der Krankheit und deren Heilungschancen,16
Ich spreche mit Ärzten um den Zustand meiner Verwandten besser zu verstehen,16
"Ich spreche mich Freunden, die ähnliches erlebt haben.",-1
Ich schreibe alles auf.,-1
Versuche positiv u. optimistisch zu sein,-1
"Besuche sie, um f. s. da zu sein",-1
Kaufe und trinke eine Flasche Korn,12
"sperre mich daheim ein, Schoko+Fernseher, versuche abzulenken",-1
Suche Erfolgsgeschichte (überleben etc.) v. Menschen m. gleicher Krankheit,-1
"Setze mich intensiv damit auseinander, versuche damit umzugehen",-1
verbringe viel Zeit im Krankenhaus,-1
rede mit Freunden,-1
verbringe viel Zeit mit meinen Freunden,-1
betrinke mich,12
rede viel mit der Familie,29
ziehe mich zurück,-1
weinen,-1
ignoriere die Tatsache,9
suche professionelle Hilfe,21
greife zu Medikamenten,1
mache mir einen schönen Tag,-1
suche nach Behandlungsmöglichkeiten,16
Verwandte im Krankenhaus besuchen & Zeit verbringen,7
Mit anderen Verwandten darüber reden,29
Erinnerungen an diese Verwandten ins Gedächtnis rufen,22
Persönliches Geschenk/Fotos/Briefe für Verwandten,22
Für die betreffende Krankheit-Forschung einsetzen,16
Mit Freunden mit ähnlicher Erfahrung reden,29
Therapie,6
Ablenkung,-1
Ich gehe zur Trauerberatung,6
Ich besuche meine Angehörigen,7
Ich weine und lasse alles raus um mich danach besser zu fühlen,20
Ich lenke mich mit Sport ab,4
Ich versuche die Person so bald wie möglich zu besuchen.,7
Ich rufe die Person sofort an.,10
Ich versuche die schönen gemeinsamen Geschichten aufleben zu lassen (Fotos).,22
Ich versuche mit dieser Person noch ein paar schöne Momente zu erleben.,22
Verwandte anrufen und darüber sprechen,29
Im Krankenhaus nach näheren Informationen fragen,-1
von Verwandten mehr Details erfahren,-1
Besuch im Krankenhaus,7
über die Krankheit recherchieren (positives),16
Ablenken mit Freunden,4
An die schöne Zeit mit dem Verwandten denken,22
Ein Geschenk für den Kranken zusammenstellen,22
Verwandte für Ablenkung treffen,4
Spazieren gehen,-1
Feiern gehen,-1
Situation ignorieren und so tun als wäre nichts,-1
Ich fahre ins KH,7
Ich rufe Verwandte an um nach Gründen & Zustand zu fragen,-1
Ich nehme mir frei,-1
Ich rufe im KH an um mich über ihren Zustand zu informieren,-1
Ich spreche mit Freunden darüber,28
"Ich mache mir klar, dass sowas zum Leben dazugehört",33
Ich lasse meine Trauer zu,20
Ich versuche nicht vom Schlimmsten auszugehen & Ruhe zu bewahren,-1
"Ich versuche mich abzulenken, ohne das Problem zu ignorieren",4
Ich rede mit Freunden/Familie darüber,29
Ich erkundige mich über d. tatsächlichen gesundheitl. Stand,16
Ich rufe d. Verwandten an/besuche ihn,7
"Ich lenke mich ab, solange ich nicht helfen kann",4
Ich beruhige mich selbst u. setze mich mit meiner Trauer angemessen auseinander,-1
Ich besuche den Verwandten im Krankenhaus,7
Ich treffe mich mit Freunden.,13
Ich versuche mich mit Aktivitäten abzulenken.,4
Ich unterstütze andere Familienmitglieder (denen es aufgrund der Situation nicht gut geht),-1
Ich versuche die Traurigkeit auch zuzulassen,20
Ich versuche meine Gefühle nicht zu unterdrücken,9
ich fahre sofort ins Krankenhaus,7
ich rufe meine anderen Verwandten an und suche Zuflucht bei ihnen,-1
ich gehe in mich und lass die Gefühle & Verlustangst zu (= komplett normales Gefühl),-1
ich befasse mich mit der Krankheit und informiere mich bestmöglich,16
ich versuche meinen Körper durch Yoga & Meditation zu spüren,5
ich tröste mich mit meiner Lieblingsspeise,-1
Rede mit Familie,-1
Zum Krankenhaus fahren und mit den Personen noch Zeit verbringen,7
Ich lenke mich ab > andere Gedanken,4
Ich verbringe Zeit mit meinen Verwandten (Gesellschaft),7
Einen Besuch im Krankenhaus planen,7
"Allein zu Hause Musik hören, ggf. weinen",-1
"Freunden davon erzählen, bei ihnen Trost suchen",-1
Mich regelmässig nach deren Zustand erkundigen,-1
"Kurzfristig: Abstand von allem nehmen, ausweinen",-1
Im Krankenhaus besuchen,7
Person anrufen,10
Andere Verwandte anrufen & darüber sprechen,29
Kranke Person im Krankenhaus aufsuchen,16
Weinen,12
Heilungschancen recherchieren,16
"Hoffen, dass alles Gut wird",-1
Ablenkung durch andere Aktivitäten,4
Versuchen nicht daran zu denken,9
Sich mit dem baldigen Tod d. Person auseinandersetzen,-1
Den Verwandten besuchen um möglichst viel Zeit mit ihm/Familie zu verbringen,22
"sich in die Arbeit vertiefen, ablenken",4
Mit Freunden/Familie darüber reden,29
Urlaub machen,-1
An die Guten/Schlechten Zeiten (mit dem Verwandten) erinnern,22
Alkohol/Drogenexzess,-1
Mit anderen betroffenen Verwandten darüber reden,29
Auf Besuch ins Krankenhaus fahren,7
Über die Erkrankung informieren,16
Trost bei Freunden suchen,-1
Zeit mit Rest der Familie verbringen,-1
An die guten Zeiten mit ihnen denken,22
Musik hören,-1
Weinen,12
Verwandte regelmässig besuchen,7
In ständigem Kontakt bleiben,10
Realistisch denken & sich keine falschen Hoffnungen machen,33
Sich mit der Situation abfinden,-1
Sich einschlägig mit der Krankheit befassen,16
Ich fahre zu ihm und leiste Gesellschaft,7
Ich hoffe einfach dass er es überlebt,33
Ich finde Frieden mit dem Gedanken an den Tod (dass er natürlich ist),-1
Ich tue alles was ich kann um die Ärzte zu unterstützen,-1
Ich gehe zum Therapeuten um es zu verarbeiten,6
Ich rede mit Freunden über meine Trauer,20
Ich fahre hin u. Besuche sie,7
Ich rufe sie an & frage ob sie noch was brauchen,-1
Ich akzeptiere dass man gegen nichts machen kann und geniesse die verbliebene Zeit,33
"Ich informiere mich über die Krankheit und suche nach Behandlungsmöglichkeiten, Spezialisten, etc.",16
Ich fahre sofort hin und besuche sie.,7
Ich rufe sofort meine beste Freundin an.,10
Ich rufe bei Familienangehörigen an.,10
Ich lenke mich mit einer interessanten Tätigkeit ab.,4
Ich beginne zu weinen.,20
Kontakt aufnehmen,10
mit anderen Verwandten reden (z.B. Eltern),29
mit Freunden etwas trinken gehen (ablenken) [> kurzfristig],4
ins Krankenhaus fahren zu Angehörigen,7
Trauer rauslassen,20
"Ablenken, an andere Dinge denken",4
mit nahestehender Person sprechen,29
Ins Krankenhaus fahren um sich zu verabschieden,7
"Trauer ignorieren, so tun als wäre nichts",-1
"weinen, im Bett liegen bis man nicht mehr weinen kann",-1
Trauer in Wut/Energie umwandeln,-1
sich sportlich verausgaben,24
Die Person besuchen,7
Mit Freunden darüber reden,27
Sich über die Krankheit informieren,16
Schöne Zeit mit der Person verbringen,22
sich ablenken,-1
Sich proffesionelle Hilfe suchen,21
Mit dem Krankenpersonal reden wie die Prognose ist,16
Die Kranke Person so weit es geht unterstützen,-1
Ängste & Befürchtungen aufschreiben,18
Ich gehe die Person besuchen,7
Ich bringe der Person ein Geschenk,22
Ich rede mit der Person über die Krankheit,16
Ich suche Rost bei Familie/Freunde,-1
Ich unternehme was mit Freunden zur Ablenkung,4
Ich lese Bücher über Bewältigungsstrategien,-1
Ich lasse meinen Gefühlen freien Lauf und weine mich aus,20
Ich nehme psychologische Hilfe in Anspruch,6
Ich unternehme eine Reise um auf andere Gedanken zu kommen,-1
Ich esse Schokolade,11
Ich gehe die Verwandten besuchen.,7
Ich rede mit Freunden und Familie über meine Trauer.,-1
Ich erkundige mich um die Art der Krankheit und wie hoch die Heilungschancen sind.,16
"Ich lenke mich mit Freizeitbeschäftigung ab (z.B. Serien schauen, Lesen)",4
"Ich mache mehr Sport, um der Trauer durch erhöhten Endorphinspiegel entgegenzuwirken.",-1
Ich organisiere mit anderen Verwandten eine nette Überraschung.,-1
"Ich besuche die Verwandten im Krankenhaus, im Ihnen beizustehen.",7
"Ich frage in meinem Bekanntenkreis nach Ärzten, die sich mit der Krankheit auskennen und helfen könnten.",-1
"Ich denke daran, dass sie im Krankenhaus gute Hilfe bekommen werden.",-1
Anrufen,10
Besuchen,7
Um sie kümmern,21
Familie darüber reden,29
Ablenken (Musik hören),4
Freund um Rat fragen,21
Bei Arzt/Krankenhaus nachfragen (Status),16
Je nachdem weinen,20
Ich besuche ihn so oft wie mgl,7
Ich rede mit Freunden/Familie über den Kummer,-1
Ich informiere mich zur Krankheit & weiteren Verlauf,16
"Ich rede mit ihm über Krankheit & frage, wie es wohl weiter geht",16
"Ich bringe ihm Geschenke & versuche, viele glückliche Momente mit ihm zu erleben",22
Ich rufe ihn immer an,10
Ich besuche sie und setze mich mit dem Tod auseinander,-1
Ich verdränge die Gedanken aus meinem Kopf,9
Ich schicke Blumen,7
Ich lenke mich mit Arbeit ab,4
Ich betrinke mich und denke über den Tod nach,-1
Ich werde mir der Sterblichkeit aller bewusst und lebe das beste Leben das ich kann,-1
Ich fahre zu meinen Verwandten und spreche mit ihnen darüber,-1
Ich rufe meine beste Freundin an,10
Ich gehe lange in der Natur spazieren und versuche meine Gedanken zu sortieren,-1
Ich versuche einen Weg zu finden sie zu unterstützen,-1
Ich lasse meiner Traurigkeit freien Lauf und verkrieche mich,20
Ich frage nach Details der Krankheit,16
Ich setze mich ins Taxi und fahre ins Krankenhaus,7
Ich gehe nach draussen und ordne kurz meine Gedanken,-1
"Vertrauensperson (Freund, Schwester, Mutter) darüber informieren, darüber sprechen",-1
ins KKH gehen und mir selbst ein „Bild von der Lage zu machen“,16
nach Informationen über die Krankheit recherchieren,16
versuchen mich zu entspannen,5
Ablenkung durch Haushalt/Kochen/Backen/Film schauen/ mit einer Freundin etw. unternehmen,4
Ich verleihe meiner Trauer Ausdruck und versuche diese mit meinem Gesprächspartner am Telefon zu teilen,20
Ich berede die schwierige Situation mit Familie und Freunden = gemeinsames Trauern,-1
"Ich biete mich an, die Verwandten zeitnah im Krankenhaus zu besuchen",7
"Bis dahin versuch ich meinen Fokus auf Dinge zu legen, die mir guttun > Musik hören, Spaziergänge",8
"Um die schwere nicht zu nah an mich heran zu lassen, versuche ich mich abzulenken",-1
Mit jemanden darüber sprechen.,27
"Mich ablenken, indem ich eine Serie schaue.",4
Den Verwandten besuchen.,7
Den Verwandten anrufen.,-1
"Mich ablenken, indem ich Freunde treffe.",4
Mich über die Krankheit informieren.,16
Weinen.,12
besuchen und reden,7
mit anderen Verwandten treffen und reden,29
mit Freunden/Lebensgefährten über eigenes Befinden reden,-1
evtl. ärztliche Auskunft einholen,16
sich an gute Zeit mit Verwandten erinnern,22
ans Leben danach denken,-1
"zurückdenken, dass Verwandte auch schönes erlebt hat und erleben konnte",22
Verwandten versuchen anzurufen,10
sie besuchen gehen,7
sie anrufen,10
mit Familienmitgliedern darüber reden,29
mit Freunden darüber reden,27
dich über Krankheit informieren,16
dich ablenken & etwas Lustiges unternehmen,4
zurückziehen & weinen,20
beten,-1
mit Haustier kuscheln,-1
Fotos mit Verwandten (& selbst) drauf anschauen,-1
Johanniskraut o.Ä. nehmen,1
einen lustigen Film schauen,4
Tagebuchh,-1
Verwandte anrufen und fragen wie es geht,21
ins Krankenhaus fahren,7
mit Familie drüber sprechen,29
Positiv denken,-1
Ablenkung suchen,-1
mit Freunden raus gehen,-1
Arzt fragen wie es steht um sie steht,-1
Verwandten Mut zusprechen und sie unterstützen,-1
mich mit Krankheit beschäftigen,16
Ich fahre ins Krankenhaus um sie zu besuchen.,7
Ich suche nach schönen Erinnerungsstücken die ich mit ihnen verbinde.,22
Ich höre traurige Musik.,4
Ich telefoniere täglich mit ihnen,10
Ich treffe mich mit dem Rest meiner Familie um darüber zu sprechen.,-1
Ich informiere mich über die Krankheit & ob ich etwas zur Heilung beitragen kann.,16
"Ich koche etwas, das ich mit ihnen verbinde.",-1
Seine Frau/Kinder anrufen und sich nach ihm erkundigen,-1
ihn besuchen gehen,7
seine Krankheit googeln und sich damit beschäftigen,16
überlegen was man ihm als Geschenk mitbringen könnte,22
Ich suche Freunde auf & weine mich bei ihnen aus,20
Ich gehe zu einem Therapeuten,6
Ich versuche möglichst viel Zeit mit der kranken Person zu verbringen,22
Ich spreche mit meiner Familie darüber,-1
Ich erkundige mich über Heilungsmethoden,16
"Ich erkundige mich über die Krankheit, um es besser zu verstehen",16
Ich stelle sie zur Rede und frage nach dem Grund.,-1
Ich behaupte dasselbe über sie.,-1
Ich rede nicht mehr mit ihnen.,-1
Ich sage es meinem Trainer.,-1
Ich komme nicht mehr.,-1
Ich rede mit einem Freund darüber.,28
Ich versuche sie vom Gegenteil zu überzeugen.,-1
Ich schlage alle.,24
Ich gehe weinend nach Hause und überlege mir einen Racheplan.,-1
Nach Gruenden fuer die Meinung fragen,0
beleidigt sein und nicht mehr mit diesen Mitspielern reden,-1
das Team verlassen,-1
ihre Meinung akzeptieren und sich davon nicht beeinflussen lassen,-1
versuchen besser zu werden,24
den Mitspielern ihre eigenen Fehler vorhalten,-1
Aerger in einem Spiel an den anderen auslassen,-1
Noch mehr an meiner Leistung arbeiten,24
Dieser Person das Gegenteil beweisen,-1
 Mit Familie/Freunden darüber sprechen,29
Etwas zerschlagen,-1
Bei Ballsport: noch fester schiessen/werfen/schlagen,-1
Mit Trainer besprechen,36
Die Person darauf ansprechen,-1
"Ablenkung suchen: eg Film, Ausflug, Anruf",4
"Mich fragen, ob da was wahres dran ist",-1
Fluchen,-1
Leistung verbessern,24
koerperliches Training,0
nach Verbesserungsvorschlaegen fragen,-1
Nachfragen: Was ist gemeint? reine Beleidigung oder ist da was dran und kann in konstruktivem Feedback ausgedrueckt werden,-1
Ignorieren und vergessen,9
"„Zurueckschiessen“, wenn da …",0
haerter trainieren/***,0
"hinterfragen, warum sie so etwas sagt, in sie hineinversetzen",-1
"darueber Reden, auch mit ihm > Verbesserung",0
"Andere Meinungen koennen mir egal sein, solange ich Spass habe",-1
nicht auf das Niveau herablassen und auch schimpfen,32
Ich konfrontiere meine Mitspieler und frage nach dem Grund.,-1
"Ich frage, was ich verbessern kann.",-1
"Ich bitte um Hilfe, meine Technik im Spiel zu verbessern.",-1
Ich gehe aus der Situation raus und lenke mich ab.,4
"Ich sage ihnen, dass mich diese Aussage verletzt hat.",-1
"direkt ansprechen & sagen, das einen das verunsichert/veraergert/verletzt",-1
Falls nicht viel Muehe gegeben: mehr trainieren o. es sein lassen wenn es kein wichtiges Interesse mehr ist,-1
Wenn mit eigener Leistung zufrieden: weitermachen wie bisher & nicht so viel auf Wert auf die Meinung anderer legen,-1
schauen dass man so viel gibt wie einem selbst guttut  ,-1
Ich strenge mich noch mehr an,24
"Ich sage mir, dass ich gut bin",23
Ich hoere nicht auf sie,0
Ich konfrontiere sie und sage ihnen meine Meinung und wie ich mich fuehle,0
Ich entspanne mich und atme durch,5
Ich wechsle das Team > liebere Mitspieler,17
Ich laestere auch ueber sie,0
Ich gewinne ein Spiel,24
Ich sage es dem Teamleiter,-1
Ich rede mit Freunden darueber > zweite MEinung,0
Ich lasse meine Wut aus  ,31
Ich konfrontiere sie damit.,-1
Ich ignoriere es solange ich mein Bestes gebe.,-1
"Ich frage sie, wie ich es besser machen koennte.",0
Ich uebe alleine nach dem Training weiter,0
"Solange mein Trainer nichts sagt, ignoriere ich sie.",-1
Ich beruhige mich bevor ich aus Wut etwas falsches sage und rede dann mit ihnen,-1
"Ich ueberlege, ob ich ein guter Spieler bin & wenn ja, kann mir ihre Meinung egal sein",-1
ich distanziere mich von diesen negativen Leuten,-1
"ich frage, warum sie mir das nicht selbst sagen, wenn sie (konstruktive) Kritik haben",-1
ich rede auch schlecht ueber sie,0
"ich kritisiere, dass solche Aussagen nicht dem Teamgeist entsprechen",-1
"ich muss nicht der/die Beste sein, solange es mir Spass macht",-1
Die Person zur Rede stellen,-1
Beim nächsten Training extra gut spielen,24
Es einfach ignorieren,9
Mit Freunden/anderen Mitspielern darüber reden,-1
"Wenn es stimmt, besser werden",-1
ich frage die Mitspieler was das soll,-1
ich greife ebenfalls Mitspieler verbal an,-1
ich rechtfertige mich,-1
ich suche Fehler an meinen Mitspielern,-1
ich trainiere härter um mich zu beweisen,24
ich wechsle das Team,17
ich wechsle die Sportart,17
Sich noch mehr bemühen,24
Ärger/Wut/Zorn in übermässige Motivation umwandeln,-1
"Zeigen, beweisen, dass das nicht der Fall ist",-1
Offen nach ihrer Meinung +. Begründung dafür zu (er)fragen,-1
Zusätzlich trainieren,-1
Sich Gedanken um das Problemlösen der Situation herum zu machen,-1
Ihr Meinung respektieren,-1
"Darüber mit Freunden, Familie reden",29
ich rede in meinem Kopf die Person schlecht,-1
ich sage mir das mir der Sport bzw. Leistung eh nicht so wichtig ist,-1
ich trainiere härter,24
ich überprüfe die Aussage mit der Realität und akzeptiere die Wahrheit,-1
ich höre auf zu dem Sport zu gehen,17
ich beschwere mich beim Trainer über diese Person bzw. deren unfreundl. Verhalten,-1
ich konfrontiere die Person ,-1
Ich tue so als wäre ich nicht verärgert.,-1
"Ich sage ihm, dass er ein Pisser ist.",-1
Ich trainiere um besser zu werden,24
aus dem Team aussteigen,-1
"versuchen, mich zu verbessern",24
nicht darauf hören/es vergessen,9
